,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.9915873051324241,0.0,0.12943962415047705,-0.33526497936841637,0.086087944854707,-0.7467704675078867,-0.6594867205704339,1.484785882475814,0.09666168864089689,0.6650818512469368,-0.7404881154286258,-0.8622409121487999,0.0,0.0,0.0,1.0
1,0.9888560852849557,0.0,0.1488745868001406,-0.29340002867427556,0.10573119789802872,-0.703996811469536,-0.7022886893804959,1.3537248474206318,0.10480723441614362,0.7102031325196522,-0.6961515310428561,-1.053835144624294,0.0,0.0,0.0,1.0
2,0.9848782813191258,0.0,0.17324771567291974,-0.23114268422714424,0.13744367320875578,-0.6087838502792897,-0.781339529483827,1.1250856889168073,0.10547041139945172,0.7933361353418381,-0.5995779921579069,-1.2937088643437868,0.0,0.0,0.0,1.0
3,0.9526192094283065,0.0,0.3041654842814821,-0.10238770485332793,0.26392415403397174,-0.4970895898606573,-0.8265869467694344,0.874407553428186,0.15119749583125014,0.8676992218805797,-0.4735370921081004,-1.4883568523238417,0.0,0.0,0.0,1.0
4,0.8389919965284671,0.0,0.5441437583591092,0.040130749617060424,0.508769231979762,-0.3546728191217747,-0.7844495267172619,0.5685358157203372,0.19299300078474296,0.9349904766232716,-0.2975676566293575,-1.6651033549156682,0.0,0.0,0.0,1.0
5,0.3074978333771427,0.0,0.9515487809189621,0.19643992482646339,0.9299187571274402,-0.2120048548080533,-0.3005079810593607,0.3516161605785968,0.20173296114150469,0.9772686127865851,-0.0651910335189121,-1.7445005621558944,0.0,0.0,0.0,1.0
6,-0.7891330356274232,0.0,0.6142223148677098,0.18084806506777643,0.5828588270366316,-0.3154629649183577,0.74883823721175,0.8590300415312061,0.1937643925671848,0.9489378893083147,0.24894224713405091,-1.616404876724492,0.0,0.0,0.0,1.0
7,-0.9493922039532812,0.0,0.314093048431084,0.09700509827506333,0.2571332887636331,-0.5742881578570254,0.777222994741395,1.4292209685145674,0.18037991817918467,0.8186532304615822,0.5452246998921512,-1.1599603612423268,0.0,0.0,0.0,1.0
8,-0.9672356757446178,0.0,0.25388018348593583,0.08305094737846559,0.18242583209932395,-0.6954743825403785,0.6950080567971485,1.6439331477941608,0.17656716384911925,0.7185508911900946,0.672687634359514,-0.7982825354878753,0.0,0.0,0.0,1.0
9,-0.9739395888785204,0.0,0.2268075775082013,0.060947598353541264,0.13627196333388708,-0.7993795887326928,0.5851685442047264,1.8204344816365752,0.18130534802996426,0.6008263252534388,0.7785474280081994,-0.4849934384119846,0.0,0.0,0.0,1.0
10,-0.9717009578798594,0.0,0.2362144120399172,0.06969957144014916,0.11674158586041049,-0.8693375929634645,0.48023280978217864,1.9851468873183806,0.2053500683860616,0.4942187263353036,0.8447361718035696,-0.1949989949449905,0.0,0.0,0.0,1.0
11,-0.961374837302608,0.0,0.27524247891883247,0.07937131858849462,0.11677813949609837,-0.9055340105344285,0.4078860403363463,2.081505988219285,0.2492414258048082,0.42427368026479517,0.8705576120495142,0.00685756398059637,0.0,0.0,0.0,1.0
12,-0.954484443050014,0.0,0.2982607047123447,0.09484498897381556,0.13250889178372305,-0.8958919322816085,0.42405075081996435,2.1037303257510565,0.2672093590684168,0.44427204016539906,0.855114912016812,-0.007641614079308513,0.0,0.0,0.0,1.0
13,-0.9641720904486314,0.0,0.2652775527629809,0.12736350691445836,0.1248302878661443,-0.8823654208925121,0.45370548072999467,2.095498574761319,0.2340717394970432,0.47056483507926944,0.8507521124015199,-0.06846983031864651,0.0,0.0,0.0,1.0
